csd_id,csd_name,topic,characteristic,total,year
5933867,SPENCES BRIDGE 4,Labour Force Indicators,Unemployment rate,NA,2001
5933867,SPENCES BRIDGE 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933868,SPINTLUM FLAT 3,Labour Force Indicators,Unemployment rate,NA,2001
5933868,SPINTLUM FLAT 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933869,STAIYAHANNY 8,Labour Force Indicators,Unemployment rate,NA,2001
5933869,STAIYAHANNY 8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933870,NKAIH 10,Labour Force Indicators,Unemployment rate,NA,2001
5933870,NKAIH 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933871,SPENCES BRIDGE 4C,Labour Force Indicators,Unemployment rate,NA,2001
5933871,SPENCES BRIDGE 4C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933872,MARBLE CANYON 3,Labour Force Indicators,Unemployment rate,NA,2001
5933872,MARBLE CANYON 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933873,STRYEN 9,Labour Force Indicators,Unemployment rate,NA,2001
5933873,STRYEN 9,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933874,TSAUKAN 12,Labour Force Indicators,Unemployment rate,NA,2001
5933874,TSAUKAN 12,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933875,UPPER HAT CREEK 1,Labour Force Indicators,Unemployment rate,NA,2001
5933875,UPPER HAT CREEK 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933876,UPPER NEPA 6,Labour Force Indicators,Unemployment rate,NA,2001
5933876,UPPER NEPA 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933877,WHISPERING PINES 4,Labour Force Indicators,Unemployment rate,33.3,2001
5933877,WHISPERING PINES 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933878,YAWAUCHT 11,Labour Force Indicators,Unemployment rate,NA,2001
5933878,YAWAUCHT 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933879,ZACHT 5,Labour Force Indicators,Unemployment rate,NA,2001
5933879,ZACHT 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933880,KAMLOOPS 1,Labour Force Indicators,Unemployment rate,13.7,2001
5933880,KAMLOOPS 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",31544,2001
5933883,NESKONLITH 1 (NESKAINLITH 1),Labour Force Indicators,Unemployment rate,NA,2001
5933883,NESKONLITH 1 (NESKAINLITH 1),Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933884,SAHHALTKUM 4,Labour Force Indicators,Unemployment rate,30,2001
5933884,SAHHALTKUM 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",29003,2001
5933885,NESKONLITH 2,Labour Force Indicators,Unemployment rate,27.3,2001
5933885,NESKONLITH 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933886,NEKALLISTON 2,Labour Force Indicators,Unemployment rate,NA,2001
5933886,NEKALLISTON 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933887,NORTH THOMPSON 1,Labour Force Indicators,Unemployment rate,16,2001
5933887,NORTH THOMPSON 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5933888,LOUIS CREEK 4,Labour Force Indicators,Unemployment rate,NA,2001
5933888,LOUIS CREEK 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933889,SQUAAM 2,Labour Force Indicators,Unemployment rate,NA,2001
5933889,SQUAAM 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5933890,CAMERON BAR 13,Labour Force Indicators,Unemployment rate,NA,2001
5933890,CAMERON BAR 13,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5935010,KELOWNA,Labour Force Indicators,Unemployment rate,9.1,2001
5935010,KELOWNA,Selected Household Characteristics,"Median household income, 2000 ($) - All households",42216,2001
5935012,CENTRAL OKANAGAN I,Labour Force Indicators,Unemployment rate,6.7,2001
5935012,CENTRAL OKANAGAN I,Selected Household Characteristics,"Median household income, 2000 ($) - All households",51907,2001
5935016,LAKE COUNTRY,Labour Force Indicators,Unemployment rate,6.1,2001
5935016,LAKE COUNTRY,Selected Household Characteristics,"Median household income, 2000 ($) - All households",48967,2001
5935018,PEACHLAND,Labour Force Indicators,Unemployment rate,9,2001
5935018,PEACHLAND,Selected Household Characteristics,"Median household income, 2000 ($) - All households",37800,2001
5935025,CENTRAL OKANAGAN G,Labour Force Indicators,Unemployment rate,7.7,2001
5935025,CENTRAL OKANAGAN G,Selected Household Characteristics,"Median household income, 2000 ($) - All households",54099,2001
5935027,CENTRAL OKANAGAN H,Labour Force Indicators,Unemployment rate,8,2001
5935027,CENTRAL OKANAGAN H,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49974,2001
5935801,DUCK LAKE 7,Labour Force Indicators,Unemployment rate,14.7,2001
5935801,DUCK LAKE 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",32268,2001
5935802,TSINSTIKEPTUM  9,Labour Force Indicators,Unemployment rate,14.2,2001
5935802,TSINSTIKEPTUM  9,Selected Household Characteristics,"Median household income, 2000 ($) - All households",34061,2001
5935803,TSINSTIKEPTUM 10,Labour Force Indicators,Unemployment rate,5,2001
5935803,TSINSTIKEPTUM 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",46014,2001
5937005,LUMBY,Labour Force Indicators,Unemployment rate,26,2001
5937005,LUMBY,Selected Household Characteristics,"Median household income, 2000 ($) - All households",34750,2001
5937010,COLDSTREAM,Labour Force Indicators,Unemployment rate,8.3,2001
5937010,COLDSTREAM,Selected Household Characteristics,"Median household income, 2000 ($) - All households",59026,2001
5937014,VERNON,Labour Force Indicators,Unemployment rate,10.7,2001
5937014,VERNON,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35948,2001
5937017,NORTH OKANAGAN B,Labour Force Indicators,Unemployment rate,11,2001
5937017,NORTH OKANAGAN B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",42699,2001
5937021,NORTH OKANAGAN C,Labour Force Indicators,Unemployment rate,8.2,2001
5937021,NORTH OKANAGAN C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",56955,2001
5937022,NORTH OKANAGAN D,Labour Force Indicators,Unemployment rate,10,2001
5937022,NORTH OKANAGAN D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",38013,2001
5937023,NORTH OKANAGAN E,Labour Force Indicators,Unemployment rate,24.7,2001
5937023,NORTH OKANAGAN E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",29018,2001
5937024,SPALLUMCHEEN,Labour Force Indicators,Unemployment rate,8.7,2001
5937024,SPALLUMCHEEN,Selected Household Characteristics,"Median household income, 2000 ($) - All households",45266,2001
5937028,ARMSTRONG,Labour Force Indicators,Unemployment rate,10.1,2001
5937028,ARMSTRONG,Selected Household Characteristics,"Median household income, 2000 ($) - All households",37178,2001
5937033,ENDERBY,Labour Force Indicators,Unemployment rate,12.5,2001
5937033,ENDERBY,Selected Household Characteristics,"Median household income, 2000 ($) - All households",29810,2001
5937041,NORTH OKANAGAN F,Labour Force Indicators,Unemployment rate,11.6,2001
5937041,NORTH OKANAGAN F,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35902,2001
5937801,OKANAGAN (PART) 1,Labour Force Indicators,Unemployment rate,19.5,2001
5937801,OKANAGAN (PART) 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",32051,2001
5937802,ENDERBY 2,Labour Force Indicators,Unemployment rate,39.1,2001
5937802,ENDERBY 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5937803,PRIEST'S VALLEY 6,Labour Force Indicators,Unemployment rate,8.6,2001
5937803,PRIEST'S VALLEY 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",31750,2001
5937805,HARRIS 3,Labour Force Indicators,Unemployment rate,NA,2001
5937805,HARRIS 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5939007,GOLDEN,Labour Force Indicators,Unemployment rate,8.4,2001
5939007,GOLDEN,Selected Household Characteristics,"Median household income, 2000 ($) - All households",45929,2001
5939011,COLUMBIA-SHUSWAP A,Labour Force Indicators,Unemployment rate,14.5,2001
5939011,COLUMBIA-SHUSWAP A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",43690,2001
5939019,REVELSTOKE,Labour Force Indicators,Unemployment rate,10.2,2001
5939019,REVELSTOKE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",44661,2001
5939023,COLUMBIA-SHUSWAP B,Labour Force Indicators,Unemployment rate,19,2001
5939023,COLUMBIA-SHUSWAP B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",54849,2001
5939032,SALMON ARM,Labour Force Indicators,Unemployment rate,9.4,2001
5939032,SALMON ARM,Selected Household Characteristics,"Median household income, 2000 ($) - All households",38956,2001
5939037,COLUMBIA-SHUSWAP C,Labour Force Indicators,Unemployment rate,10.8,2001
5939037,COLUMBIA-SHUSWAP C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",38902,2001
5939039,COLUMBIA-SHUSWAP D,Labour Force Indicators,Unemployment rate,12.1,2001
5939039,COLUMBIA-SHUSWAP D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",37753,2001
5939043,COLUMBIA-SHUSWAP E,Labour Force Indicators,Unemployment rate,15.9,2001
5939043,COLUMBIA-SHUSWAP E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",39266,2001
5939044,COLUMBIA-SHUSWAP F,Labour Force Indicators,Unemployment rate,10.4,2001
5939044,COLUMBIA-SHUSWAP F,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35882,2001
5939045,SICAMOUS,Labour Force Indicators,Unemployment rate,18.7,2001
5939045,SICAMOUS,Selected Household Characteristics,"Median household income, 2000 ($) - All households",33777,2001
5939801,CHUM CREEK 2,Labour Force Indicators,Unemployment rate,50,2001
5939801,CHUM CREEK 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5939802,HUSTALEN 1,Labour Force Indicators,Unemployment rate,NA,2001
5939802,HUSTALEN 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5939803,NORTH BAY 5,Labour Force Indicators,Unemployment rate,0,2001
5939803,NORTH BAY 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5939804,OKANAGAN (PART) 1,Labour Force Indicators,Unemployment rate,22.2,2001
5939804,OKANAGAN (PART) 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5939805,QUAAOUT 1,Labour Force Indicators,Unemployment rate,30,2001
5939805,QUAAOUT 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5939806,SALMON RIVER 1,Labour Force Indicators,Unemployment rate,NA,2001
5939806,SALMON RIVER 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5939807,SCOTCH CREEK 4,Labour Force Indicators,Unemployment rate,NA,2001
5939807,SCOTCH CREEK 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5939808,SWITSEMALPH 3,Labour Force Indicators,Unemployment rate,33.3,2001
5939808,SWITSEMALPH 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5939809,SWITSEMALPH 6,Labour Force Indicators,Unemployment rate,15.4,2001
5939809,SWITSEMALPH 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5939810,SWITSEMALPH 7,Labour Force Indicators,Unemployment rate,NA,2001
5939810,SWITSEMALPH 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941005,ONE HUNDRED MILE HOUSE,Labour Force Indicators,Unemployment rate,13.3,2001
5941005,ONE HUNDRED MILE HOUSE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",33153,2001
5941009,WILLIAMS LAKE,Labour Force Indicators,Unemployment rate,13.7,2001
5941009,WILLIAMS LAKE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49156,2001
5941010,CARIBOO D,Labour Force Indicators,Unemployment rate,15.3,2001
5941010,CARIBOO D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",48854,2001
5941012,CARIBOO E,Labour Force Indicators,Unemployment rate,15.4,2001
5941012,CARIBOO E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",59376,2001
5941013,QUESNEL,Labour Force Indicators,Unemployment rate,13.4,2001
5941013,QUESNEL,Selected Household Characteristics,"Median household income, 2000 ($) - All households",42412,2001
5941014,CARIBOO F,Labour Force Indicators,Unemployment rate,11.5,2001
5941014,CARIBOO F,Selected Household Characteristics,"Median household income, 2000 ($) - All households",48620,2001
5941015,CARIBOO G,Labour Force Indicators,Unemployment rate,12.2,2001
5941015,CARIBOO G,Selected Household Characteristics,"Median household income, 2000 ($) - All households",44045,2001
5941016,CARIBOO H,Labour Force Indicators,Unemployment rate,16.5,2001
5941016,CARIBOO H,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35105,2001
5941017,CARIBOO L,Labour Force Indicators,Unemployment rate,14.1,2001
5941017,CARIBOO L,Selected Household Characteristics,"Median household income, 2000 ($) - All households",40200,2001
5941019,CARIBOO A,Labour Force Indicators,Unemployment rate,15.3,2001
5941019,CARIBOO A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",48876,2001
5941021,CARIBOO B,Labour Force Indicators,Unemployment rate,12,2001
5941021,CARIBOO B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",47037,2001
5941025,WELLS,Labour Force Indicators,Unemployment rate,12.5,2001
5941025,WELLS,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941026,CARIBOO C,Labour Force Indicators,Unemployment rate,15.4,2001
5941026,CARIBOO C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",38254,2001
5941027,CARIBOO I,Labour Force Indicators,Unemployment rate,9.8,2001
5941027,CARIBOO I,Selected Household Characteristics,"Median household income, 2000 ($) - All households",40859,2001
5941039,CARIBOO J,Labour Force Indicators,Unemployment rate,14.9,2001
5941039,CARIBOO J,Selected Household Characteristics,"Median household income, 2000 ($) - All households",30432,2001
5941041,CARIBOO K,Labour Force Indicators,Unemployment rate,7.9,2001
5941041,CARIBOO K,Selected Household Characteristics,"Median household income, 2000 ($) - All households",44868,2001
5941801,ALKALI LAKE 1,Labour Force Indicators,Unemployment rate,38.2,2001
5941801,ALKALI LAKE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",28672,2001
5941802,CANIM LAKE 1,Labour Force Indicators,Unemployment rate,36.8,2001
5941802,CANIM LAKE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941803,CANIM LAKE 4,Labour Force Indicators,Unemployment rate,NA,2001
5941803,CANIM LAKE 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941804,CANOE CREEK 3,Labour Force Indicators,Unemployment rate,NA,2001
5941804,CANOE CREEK 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941805,DEEP CREEK 2,Labour Force Indicators,Unemployment rate,23.1,2001
5941805,DEEP CREEK 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941806,DOG CREEK 1,Labour Force Indicators,Unemployment rate,0,2001
5941806,DOG CREEK 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941807,DOG CREEK 2,Labour Force Indicators,Unemployment rate,0,2001
5941807,DOG CREEK 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941808,LOHBIEE 3,Labour Force Indicators,Unemployment rate,40,2001
5941808,LOHBIEE 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941809,QUESNEL 1,Labour Force Indicators,Unemployment rate,50,2001
5941809,QUESNEL 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941810,SODA CREEK 1,Labour Force Indicators,Unemployment rate,40,2001
5941810,SODA CREEK 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941811,JOHNY STICKS 2,Labour Force Indicators,Unemployment rate,NA,2001
5941811,JOHNY STICKS 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941812,WILLIAMS LAKE 1,Labour Force Indicators,Unemployment rate,26.7,2001
5941812,WILLIAMS LAKE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",30016,2001
5941813,CANIM LAKE 2,Labour Force Indicators,Unemployment rate,NA,2001
5941813,CANIM LAKE 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941814,ALEXANDRIA 3A,Labour Force Indicators,Unemployment rate,NA,2001
5941814,ALEXANDRIA 3A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941815,ALEXANDRIA 1,Labour Force Indicators,Unemployment rate,NA,2001
5941815,ALEXANDRIA 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941816,ALEXANDRIA 3,Labour Force Indicators,Unemployment rate,NA,2001
5941816,ALEXANDRIA 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941817,ALEXIS CREEK 14,Labour Force Indicators,Unemployment rate,NA,2001
5941817,ALEXIS CREEK 14,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941818,ALEXIS CREEK 16,Labour Force Indicators,Unemployment rate,NA,2001
5941818,ALEXIS CREEK 16,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941819,ALEXIS CREEK 24,Labour Force Indicators,Unemployment rate,NA,2001
5941819,ALEXIS CREEK 24,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941820,ALEXIS CREEK 25,Labour Force Indicators,Unemployment rate,NA,2001
5941820,ALEXIS CREEK 25,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941821,ANAHIM'S FLAT 1,Labour Force Indicators,Unemployment rate,31,2001
5941821,ANAHIM'S FLAT 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",22848,2001
5941822,ANAHIM'S MEADOW 2,Labour Force Indicators,Unemployment rate,NA,2001
5941822,ANAHIM'S MEADOW 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941823,ANAHIM'S MEADOW 2A,Labour Force Indicators,Unemployment rate,NA,2001
5941823,ANAHIM'S MEADOW 2A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941824,ANDY CAHOOSE MEADOW 16,Labour Force Indicators,Unemployment rate,NA,2001
5941824,ANDY CAHOOSE MEADOW 16,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941825,BAEZAEKO RIVER 25,Labour Force Indicators,Unemployment rate,NA,2001
5941825,BAEZAEKO RIVER 25,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941826,CAHOOSE  8,Labour Force Indicators,Unemployment rate,NA,2001
5941826,CAHOOSE  8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941827,CHARLEY BOY'S MEADOW 3,Labour Force Indicators,Unemployment rate,NA,2001
5941827,CHARLEY BOY'S MEADOW 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941828,CHILCO LAKE 1,Labour Force Indicators,Unemployment rate,NA,2001
5941828,CHILCO LAKE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941829,CHILCO LAKE 1A,Labour Force Indicators,Unemployment rate,0,2001
5941829,CHILCO LAKE 1A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941830,GARDEN 2,Labour Force Indicators,Unemployment rate,NA,2001
5941830,GARDEN 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941831,TANAKUT 4,Labour Force Indicators,Unemployment rate,NA,2001
5941831,TANAKUT 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941832,GARDEN 2A,Labour Force Indicators,Unemployment rate,NA,2001
5941832,GARDEN 2A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941833,KLUSKUS 1,Labour Force Indicators,Unemployment rate,75,2001
5941833,KLUSKUS 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941834,LOUIS SQUINAS RANCH 14,Labour Force Indicators,Unemployment rate,NA,2001
5941834,LOUIS SQUINAS RANCH 14,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941835,COGLISTIKO RIVER 29,Labour Force Indicators,Unemployment rate,NA,2001
5941835,COGLISTIKO RIVER 29,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941836,BAEZAEKO RIVER 26,Labour Force Indicators,Unemployment rate,NA,2001
5941836,BAEZAEKO RIVER 26,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941837,NAZCO 20,Labour Force Indicators,Unemployment rate,62.5,2001
5941837,NAZCO 20,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941838,PUNTZI LAKE 2,Labour Force Indicators,Unemployment rate,NA,2001
5941838,PUNTZI LAKE 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941839,REDSTONE FLAT 1,Labour Force Indicators,Unemployment rate,53.3,2001
5941839,REDSTONE FLAT 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941840,SQUINAS 2,Labour Force Indicators,Unemployment rate,NA,2001
5941840,SQUINAS 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941841,STONE 1,Labour Force Indicators,Unemployment rate,36.8,2001
5941841,STONE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941842,ALEXIS CREEK 17,Labour Force Indicators,Unemployment rate,NA,2001
5941842,ALEXIS CREEK 17,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941843,SEYMOUR MEADOWS 19,Labour Force Indicators,Unemployment rate,NA,2001
5941843,SEYMOUR MEADOWS 19,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941844,AGATS MEADOW 8,Labour Force Indicators,Unemployment rate,NA,2001
5941844,AGATS MEADOW 8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941845,THOMAS SQUINAS RANCH 2A,Labour Force Indicators,Unemployment rate,NA,2001
5941845,THOMAS SQUINAS RANCH 2A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941846,TOBY'S MEADOW 4,Labour Force Indicators,Unemployment rate,NA,2001
5941846,TOBY'S MEADOW 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941847,ALEXIS CREEK  6,Labour Force Indicators,Unemployment rate,NA,2001
5941847,ALEXIS CREEK  6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941848,ALEXIS CREEK 21,Labour Force Indicators,Unemployment rate,NA,2001
5941848,ALEXIS CREEK 21,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941849,BAPTISTE MEADOW 2,Labour Force Indicators,Unemployment rate,NA,2001
5941849,BAPTISTE MEADOW 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941850,TOOSEY 1,Labour Force Indicators,Unemployment rate,50,2001
5941850,TOOSEY 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5941851,TOWDYSTAN LAKE 3,Labour Force Indicators,Unemployment rate,NA,2001
5941851,TOWDYSTAN LAKE 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941852,TROUT LAKE ALEC 16,Labour Force Indicators,Unemployment rate,NA,2001
5941852,TROUT LAKE ALEC 16,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941853,TSUNNIA LAKE 5,Labour Force Indicators,Unemployment rate,NA,2001
5941853,TSUNNIA LAKE 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941854,ULKATCHO 13,Labour Force Indicators,Unemployment rate,NA,2001
5941854,ULKATCHO 13,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941855,WINDY MOUTH 7,Labour Force Indicators,Unemployment rate,NA,2001
5941855,WINDY MOUTH 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941856,ALEXIS CREEK 34,Labour Force Indicators,Unemployment rate,NA,2001
5941856,ALEXIS CREEK 34,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941857,CASIMIEL MEADOWS 15A,Labour Force Indicators,Unemployment rate,NA,2001
5941857,CASIMIEL MEADOWS 15A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941858,CAHOOSE 10,Labour Force Indicators,Unemployment rate,NA,2001
5941858,CAHOOSE 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941859,BLACKWATER MEADOW 11,Labour Force Indicators,Unemployment rate,NA,2001
5941859,BLACKWATER MEADOW 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941860,CAHOOSE 12,Labour Force Indicators,Unemployment rate,NA,2001
5941860,CAHOOSE 12,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941861,BETTY CREEK 18,Labour Force Indicators,Unemployment rate,NA,2001
5941861,BETTY CREEK 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941862,SALMON RIVER MEADOW 7,Labour Force Indicators,Unemployment rate,NA,2001
5941862,SALMON RIVER MEADOW 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941863,TZETZI LAKE 11,Labour Force Indicators,Unemployment rate,NA,2001
5941863,TZETZI LAKE 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941864,SUNDAYMAN'S MEADOW 3,Labour Force Indicators,Unemployment rate,NA,2001
5941864,SUNDAYMAN'S MEADOW 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941865,TATELKUS LAKE 28,Labour Force Indicators,Unemployment rate,NA,2001
5941865,TATELKUS LAKE 28,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941866,EUCHINICO CREEK 17,Labour Force Indicators,Unemployment rate,NA,2001
5941866,EUCHINICO CREEK 17,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941867,KUSHYA CREEK 7,Labour Force Indicators,Unemployment rate,NA,2001
5941867,KUSHYA CREEK 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941868,SANDY HARRY 4,Labour Force Indicators,Unemployment rate,NA,2001
5941868,SANDY HARRY 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941870,ALEXANDRIA 1A,Labour Force Indicators,Unemployment rate,NA,2001
5941870,ALEXANDRIA 1A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941871,FISHTRAP 19,Labour Force Indicators,Unemployment rate,NA,2001
5941871,FISHTRAP 19,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941872,SWAN LAKE  3,Labour Force Indicators,Unemployment rate,NA,2001
5941872,SWAN LAKE  3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941873,ALKALI LAKE 4A,Labour Force Indicators,Unemployment rate,NA,2001
5941873,ALKALI LAKE 4A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941874,LITTLE SPRINGS  8,Labour Force Indicators,Unemployment rate,NA,2001
5941874,LITTLE SPRINGS  8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5941875,LITTLE SPRINGS 18,Labour Force Indicators,Unemployment rate,NA,2001
