Species.ID,Ecol.Imp.Score,Ecol.Imp.Docu,Ecol.Imp.Sources,Ecol.Imp.Text,Scope.Score,Scope.Docu,Scope.Distribution,Scope.Sources,Scope.Text,Inv.Potl.Score,Inv.Potl.Docu,Inv.Potl.Established,Inv.Potl.Sources,Inv.Potl.Text,Mgt.Diff.Score,Mgt.Diff.Docu,Mgt.Diff.Sources,Mgt.Diff.Text
918,3,PR,Ref519,"Cause PSP, diarrhetic shellfish poisoning, amnesic shellfish poisoning and ciguatera fish poisoning.
Impact economy by impacting fisheries, as well as human health and tourist activities.",4,PR,Locally pervasive,Ref519,,2,PR,No,Ref519,Potential for dispersal via shipping. Spreads via water currents.,4,PR,Ref519,No known controls in marine environment.
919,4,PR,Ref539,"Produce paralytic shellfish toxins. Impact native species, fisheries, tourism.",4,PR,Locally pervasive,Ref539,,2,PR,No,Ref539,Potential for continued transport via shipping.,4,PR,Ref539,No known controls in marine environment.
920,4,COMP PR/RE,Ref544,"This species has been associated with shellfish poisoning in Scandinavia (Jensen & Moestrup 1997), and one report of mussel Toxicity (as Pyrodinium phoneus) has been reported from Belgium (Woloszynska & Conrad 1939).",4,COMP PR/RE,Locally patchy,Ref544,,2,COMP PR/RE,Yes,Ref544,Potential for additional translocations via shipping.,4,COMP PR/RE,Ref544,No known controls in marine environment.
921,1,PR,"Ref541, Ref615","A. affine is considered non-toxic. HPLC analysis showed that A. affine isolated from Vietnamese waters was comprised of both toxic and non-toxic strains, but even in the toxic strain, toxicity per cell was very low. It can form blooms in areas of downwelling (Fraga and Bakun 1993), and its presence has been related to an increase in the surface temperature, river runoff, and rainfall (Wagey et al. 2000). Fraga et al. (1989) also argue that the chain-forming ability allows dinoflagellates like Alexandrium affine to dominate in waters with strong flows that disperse weaker-swimming species.
In Vietnam, marine shellfish culture is rapidly developing along the coast, and over 70% of cultured products are exported to European markets.",4,PR,Locally patchy,Ref541,,2,PR,Yes,Ref541,Potential for spread via shipping ballast. Spreads via water currents.,4,PR,Ref541,No known controls in marine environment.
922,2,PR,"Ref541, Ref615","C. monotis is not known to be toxic in the Mediterranean, but may be in different areas. Potential to impact aquaculture. Toxic blooms inhibit fisheries and tourism.",4,PR,Locally patchy,Ref543,,2,PR,No,Ref543,Potential for future translocations via shipping ballast.,4,PR,Ref543,No known controls in marine environment
923,4,PR,"Ref519, Ref544","Impact the economy by impacting fisheries, as well as human health and tourist activities. Known to cause shellfish mortalities in aquacultural facilities.
Red tide outbreaks have been considered responsible for inflammation of the upper respiratory tract and conjunctivitis in swimmers (Simoni et al., 2003, 2004).
This species can be tycoplanktonic, benthic or epiphytic (Steidinger & Tangen 1996).",4,PR,Locally patchy,Ref519,,2,PR,No,"Ref519, Ref542",,4,PR,Ref519,No known controls in marine environment.
924,3,PR,Ref545,"Became a dominant species in inshore fisheries. The sudden increase in the population of A. djeddaba may have been precipitated by the massive shoals of the nomadic jellyfish Rhopilema nomadica, as the former takes shelter among the latter’s nematocyst-laden tentacles (Galil et al., 1990).",4,PR,Regionally pervasive,Ref545,,2,PR,No,Ref545,Potential for migration from invaded sites.,3,PR,Ref545,Has become a significant fisheries resource.
925,4,PR,Ref545,"In the Levantine Basin, they feed almost exclusively on zoobenthos (Ogorek, 1999), and as such they compete with the native benthivorous fish species, altering the native food web.",4,PR,Locally pervasive,Ref545,,4,PR,No,Ref545,Spread within Mediterranean since introduction.,4,PR,Ref545,No known controls in marine environment
926,3,PR,Ref546,"Notorius for being highly venomous, with venom glands located along the dorsal and pectoral spines (GOLANI, 2002).
Competes with native species for resources.",4,PR,Locally patchy,Ref546,,3,PR,No,Ref546,Potential to continue to expand range in Mediterranean. A euryhaline species has potential to invade freshwater systems via estuaries.,4,PR,Ref546,No known controls in marine environment.
927,3,PR,Ref547,"Now among the most common fishes on the Lebanese rocky coast - more abundant between 12 and 32 m depth.
A macrocarnivore which outcompetes native species for resources. A nocturnal species.",4,PR,Locally pervasive,Ref547,,2,PR,No,"Ref547, Ref039",Potential to continue expansion in Mediterranean. Lack of nocturnal species in Mediterranean facilitates success of the colonization of S. rubrum.,4,PR,Ref547,No known controls in marine environment.
928,3,COMP PR/RE,Ref073,"De Groot (1927) reported that the toes and probing beaks of California Clapper Rails are frequently caught and clamped between the slightly gaping shells of Geukensia demissa that protrude from the mud. He noted that nearly every Clapper Rail that he'd examined in San Francisco Bay over the preceding twenty years was missing one or more toes and that others had had their beaks clamped shut and died of starvation. He estimated that an average of one or two chicks per brood were caught by mussels and drowned by the incoming tide, though he provided no numerical data to support this estimate. More recent observers have noted that Clapper Rails in San Francisco Bay are frequently missing one or more toes, and reported Clapper Rails with Geukensia demissa clamped to their toes or bills.
The most abundant bivalve in the wetland at Estero de Punda Banda, Baja California Norte, Mexico.",4,COMP PR/RE,Locally pervasive,Ref073,,3,COMP PR/RE,No,Ref073,"Planktonic larvae have potential to disperse in water column, expanding invasive range.",4,COMP PR/RE,Ref073,No successful eradication methods.
929,3,COMP PR/RE,"Ref039, Ref519",Associated with reports of ciguatera poisoning. Feeds on squids and fishes - competes with native species for resources.,4,COMP PR/RE,Locally patchy,Ref549,,3,COMP PR/RE,No,Ref549,Has reached significant biomasses in Mediterranean and is gradually expanding its distribution.,4,COMP PR/RE,Ref549,No known controls in marine environment.
930,3,PR,Ref550,"Compete with native species for resources. An economic burden to fishermen as these fish are caught in fishing gear and have to be discarded (Golani et al., 2002). 
Can be poisonous, due to its capacity to produce tetrodotoxin.",4,PR,Locally patchy,Ref550,,3,PR,No,Ref550,Believed to have migrated to Mediterranean through both Gibraltar Strait and Suez Canal. Strong potential for range expansion in Mediterranean.,4,PR,Ref550,No known controls in marine environment.
931,2,COMP PR/RE,Ref519,Competes with native species for resources.,4,COMP PR/RE,Locally patchy,Ref519,,2,COMP PR/RE,No,Ref519,Potential for range expansion within Mediterranean,4,COMP PR/RE,Ref519,No known controls in marine environment.
932,2,COMP PR/RE,Ref519,Competes with native species for resources.,4,COMP PR/RE,Locally patchy,Ref519,,3,COMP PR/RE,No,Ref519,Low potential for spreading without human assistance.,4,COMP PR/RE,Ref519,No known controls in aquatic environment.
933,2,PR,Ref519,Competes with native species for resources. Clogs/fouls hydro vents. Dense aggregations generate solid reefs. Thermal discharges may contribute to these aggregations.,4,PR,Locally patchy,Ref519,,1,PR,No,Ref519,Low potential to spread from site of invasion. Possibility of being carried on Levantine coastal currents. Most often transported on ships hulls and recreational boats.,4,PR,Ref519,"No known controls in aquatic environment. Foulding communities can be removed, but planktronic larvae remain to reestablish."
934,3,PR,Ref519,"Compete with native species for resources. Foul structures, thermal vents.",4,PR,Locally patchy,Ref519,,4,PR,No,Ref553,Combination of r-strategy and high genetic diversity may have contributed to the distinct colonizing ability in Mediterranean. High dispersal of young and high fecundity create a high potential for dispersal from invaded locations. Long lived pelagic larvae.,4,PR,Ref519,No known controls in marine environment.
935,4,COMP PR/RE,Ref073,"In San Francisco Bay has been found in densities over 100 and sometimes over 1,000 clams per square meter. Reported to have replaced populations of the native bent-nosed clame (Macoma nasuta) in San Francisco Bay - at least in regularly harvested clam beds.",4,COMP PR/RE,Locally pervasive,Ref073,,3,COMP PR/RE,No,Ref073,Widespread invasions of this species. Planktonic larvae spread locally from invaded sites.,4,COMP PR/RE,Ref073,No known controls in marine environment.
936,4,PR,Ref519,"The exploitation of the clam banks represents one of the main sources of environmental disturbance in the Venice Lagoon.
Known to be a host for parasite Perkinsus atlanticus in Ebro river delta.",4,COMP PR/RE,Locally pervasive,"Ref519, Ref031",,3,COMP PR/RE,No,Ref031,Spread via planktonic larvae. Potential to continue expansion in Mediterranean and other introduced areas.,4,PR,Ref519,No known controls in aquatic environment.
937,3,PR,Ref554,"Displaced M. galloprovincialis in intertidal upper rocky substrata in Spanish aqualutural facilities. Exhibit a rapid mobility and noticable adaptability to different habitat conditions. Spreads well and tolerates salinities of between 5 psu and 36-37 psu, which may be key factors contributing to its colonization of new habitats.
Displaces native species, fouls habitats
Considered to be one of the worst invasive alien species in Europe (SEBI2010).",4,PR,Locally pervasive,Ref554,,4,PR,No,Ref554,Potential for expansion from invaded regions via larval dispersal.,4,PR,Ref554,No known effective complete controls in marine environment.
938,2,COMP PR/RE,Ref575,Quickly recolonizes Tokyo Bay after summer hypoxia - enabling establishment prior to native species. Competes with natives for resources.,4,COMP PR/RE,Locally pervasive,Ref574,,2,COMP PR/RE,No,Ref576,"Larvae spreads in water currents. Also settles on oyster beds, with potential to spread via aquaculture.",4,COMP PR/RE,Ref574,Plantonic larvae inhibit complete eradication.
939,3,COMP PR/RE,Ref578,"Boring Sponges can form encrustations on mollusk shells, particularly oysters, and can burrow into the shell itself, weakening the shell and increasing the vulnerability to predators such as crabs and birds. In
more severe cases, Boring Sponges can kill the host mollusk and even completely dissolve the shell.
A fouling organism.",4,COMP PR/RE,Locally patchy,Ref578,,1,COMP PR/RE,No,Ref578,"Larvae are short lived in water column, so localized re-establishment is possible, but long distance dispersal must be facilitated by other means - shipping, oyster spat.",4,COMP PR/RE,Ref578,"There are no known methods for eradicating established
Boring Sponge populations."
940,3,COMP PR/RE,Ref578,"Once established, competition may restrict the establishment of other species. In turn, this may affect the recruitment and stability of other native and non-native species. 
Produces polyphenols that bind to proteins and make them relatively indigestible to grazers. Level of polyphenols increases as grazing pressure increases.",4,COMP PR/RE,Locally pervasive,Ref578,,3,COMP PR/RE,No,Ref578,"Has spread along the coast of the Pacific Northwest, but method is undefined. Asexual reproduction occurs through fragmentation, spreading via water currents.",4,COMP PR/RE,Ref578,"There are presently no methods of management or eradication
being implemented in sites where this species has invaded."
942,3,COMP PR/RE,Ref002,"Reduces native biodiversity. Displaces California native snail - Centidea californica. Success due to its resistance to parasites that affect C. californica.
Has helped increase eelgrass cover in Padilla Bay, Washington (USA). Also becomes the shelter for hermit crabs after its death.
Caused a significant change in Elkhorn Slough, (California, USA).",4,COMP PR/RE,Locally patchy,Ref002,,1,COMP PR/RE,No,Ref002,Low potential to expand range without human assistance.,3,COMP PR/RE,Ref002,Hand removal used to remove visible individuals.
943,3,COMP PR/RE,"Ref002, Ref581","Feeds on native molluscs and grasses. An extoparisitic species that feeds on internal parts of its prey.
Known to feed on odostomoid species Fargoa bartschi, Littorena littorea, Crassostrea virginica.
Said to have economic impacts from their predation and parasitism on commercially important shellfish in San Francisco Bay.",4,COMP PR/RE,Locally patchy,Ref002,,1,COMP PR/RE,No,Ref002,Low potential for spread without human assistance. Larvae may spread locally.,3,COMP PR/RE,Ref002,No known complete eradication methods in aquatic environment. Can be controlled with intense monitoring.
944,3,COMP PR/RE,Ref002,"An oyster driller that destroys populations of oysters, especially Crassostrea gigas. In stocked oyster bed populations it causes 25% mortality. Production costs increase (~20%) and the profits decrease (~55%) because of C. inornatum (Elston, 1997).",4,COMP PR/RE,Locally pervasive,Ref002,,1,COMP PR/RE,No,Ref002,"Does not migrate by itself, human assisted transport is required.",3,COMP PR/RE,Ref002,"Hand removal, burning removes eggs from oysters."
945,3,COMP PR/RE,Ref002,"May impact native estuarine communities by competing for space and resources with native crabs. As it transmits disease and preys on native shellfish it is a potential threat to fisheries and traditional shell-fishing. Disease transmission is one of the key potential impacts of the paddle crab in introduced environments. C. japonica is known to be a host or carrier of the White Spot Syndrome Virus.
An opportunistic predator of bivalves, fish, cephalopods and other benthic invertebrates.",4,COMP PR/RE,Locally pervasive,Ref002,,1,COMP PR/RE,No,Ref002,Low potential for spread without human assistance.,3,COMP PR/RE,Ref002,Prevention is best management. Crab pots can be used to capture individuals. Potential to attract this species to crab pots for capture using saccharides as bait.
946,3,COMP PR/RE,Ref002,"Displaces and competes for resources with native species. Has shown under a variety of labaratory conditions to increase the larval settlement of another species of clam, Mercenaria mercenaria (Ahn, 1993). Preferential settlement of M. mercenaria increased with increasing density of G. gemma in the sediment, suggesting that the gem clam alters the environment in some way that benefits larval settlement of other species (Ahn, 1993).",4,COMP PR/RE,Locally patchy,Ref002,,3,COMP PR/RE,No,Ref002,"Relies on passive transport mechanisms: tidal cycles, sediment bedload transport, storm deposition and other human assisted transport. The gem clam dispersion is highly dependent on sediment bedload transport, a passive transport mechanism which can result from many different causes. Another dispersal mechanism can result from high-density pressures leading to passive migration from tidal cycles that disperse juveniles to local low-density areas (Commito et al. 1995).",3,COMP PR/RE,Ref002,"Prevention, education, integrated management can stabilize invasive populations to prevent overwhelming native populations."
947,3,COMP PR/RE,Ref039,Doubling time fo this species estimated between 1.4 and 4.4 years. Form huge schools in Hawaiian waters. May compete with native red snapper species in Hawaiian waters. Could be a seriously destabilizing influence.,4,COMP PR/RE,Locally patchy,Ref002,,3,COMP PR/RE,No,Ref002,A marine species with potential to spread from invaded locations via natural dispersal or water currents.,4,COMP PR/RE,Ref002,No management information located for species in open water.
948,3,COMP PR/RE,"Ref002, Ref005, Ref039","Chameleon goby have specific habitat requirements and it is therefore possible that they will compete with species sharing their preferred habitat (NIMPIS 2006).
Doubling time less than 15 months.
Recently, chameleon goby populations in San Francisco Bay have plummeted, possibly because of predation by yellowfin gobies (Meng et al. 1994). Because adults spawn 3-4 months after the piscivorous yellowfin goby, their young are vulnerable (Wang 1986).",4,COMP PR/RE,Locally patchy,Ref002,,1,COMP PR/RE,No,Ref002,"May disperse from current locations, but more likely to be transported with human assistance.",2,COMP PR/RE,Ref002,No known controls in marine environment. Has not become a sufficient problem to require management.
949,4,COMP PR/RE,Ref002,"Feeds on domestic chickens and their eggs. Scavenges turtle nests, including endangered leatherback sea turtle. Can carry parasitic nematodes on their body.",4,COMP PR/RE,Regionally pervasive,Ref002,,2,COMP PR/RE,No,Ref002,"Excellent swimmers. Known to swim to islands off Guam. Potential to continue to colonize Indonesia, South Pacific.",3,COMP PR/RE,Ref002,Trapped and poisoned to control populations in some areas. No know successful eradications.
950,2,COMP PR/RE,Ref012,"Predates native oysters, each individual consumes about 40 oyster spat (5-20 mm diameter) per year. It devastates commercial oyster beds through predation.",4,COMP PR/RE,Locally pervasive,Ref012,,1,COMP PR/RE,No,Ref012,Has shown slow and limited natural dispersal. Limited adult mobility and lack of a free-swimming larval stage prevents it spreading quickly. Movement has been facilitated through trade in oysters.,3,COMP PR/RE,Ref012,Traps used during summer months. Bounty paid on Essex oyster beds. A dramatic decline in Essex estuaries as a result of imposex caused by tributyltin (an antifoulant) - which also affected native species.
951,1,COMP PR/RE,Ref012,"Possible displacement of other species, but likely to be insignificant.",4,COMP PR/RE,Locally patchy,Ref012,,1,COMP PR/RE,No,Ref012,Low potential to spread from invaded areas.,2,COMP PR/RE,Ref012,"No successful eradications, but has been controlled in invaded regions."
952,1,COMP PR/RE,Ref012,Competes with native species for resources. A fouling organism.,4,COMP PR/RE,Locally patchy,Ref012,,1,COMP PR/RE,No,Ref012,Low rate of spread. One individual collected 5 km off Northumberland coast in 1976,2,COMP PR/RE,Ref012,
953,2,COMP PR/RE,Ref012,"Competes with native species for resources. Although it is small in size, yet will be retained on 0.5 mm sieves, it is larger and more fecund than those of studied North American populations (Bamber 1987b).",4,COMP PR/RE,Locally patchy,Ref012,,1,COMP PR/RE,No,Ref012,"The species has a low rate of dispersal, mainly by benthic adults which are capable of swimming - the juveniles are non-dispersive.",2,COMP PR/RE,Ref012,
954,2,COMP PR/RE,"Ref555, Ref519","Forms aggregations in lagoon habitats. A fouling organism. 
A nuisance in ports and marinas throughout the Mediterranean. Foul harbours and regarded as major foulants on artificial surfaces. Dominates rocks, molluscs, and artificial substrates (i.e. dock pilings, ropes and tires)",4,COMP PR/RE,Locally patchy,Ref555,,1,COMP PR/RE,No,Ref555,Translocations are primarily via ships hulls and surface fouling communities.,4,COMP PR/RE,Ref555,No controls in marine environment.
955,4,PR,Ref488,"A fouling organism - completely covers artificial substrates in Turkish waters. In Mersin Bay, the population density was very high, covering almost all available surfaces of a stone found in 2 m at station K14 and a tire at Karaduvar Harbour. Observed on hulls of fishing boats in harbours, indicating they have a potential to cause economic trouble to ship owners and others using sea-water intake pipes.",4,PR,Locally pervasive,Ref488,,2,PR,No,Ref488,Potential to spread along surfaces and in water currents from invasive locations.,4,PR,Ref488,No known controls to eradicate from marine environment.
956,2,PR,"Ref556, Ref519","Displaced the shrimp Squilla mantis - a fisheries commodity - into deeper waters. Economic implications include additional costs and labor to locate and harvest this species.
Now the dominant eastern Levantine stomatopod and is abundant at depths of 20-40m.",4,PR,Locally pervasive,Ref519,,1,PR,No,Ref556,Low potential for spread from invaded regions.,4,PR,Ref529,No known controls in marine environment.
957,1,PR,Ref519,Competes with native species for resources.,4,PR,Locally patchy,Ref519,,2,PR,No,"Ref519, Ref557, Ref558","Believed to have entered the Mediterranean through Suez Canal. Assumed to have spread to Turkey with Asia Minor Current that runs westwards along the Anatolian coastline carrying warm, salty water from the Levantine Sea and passing northward through the eastern Cretan Arc Straits.
Spreads easily through passive dispersal, gradually expanding throughout the Mediterranean area and has even colonized the subtropical Atlantic (Senegal and Mauritanian regions).",4,PR,Ref519,No known controls in marine environment
958,3,COMP PR/RE,"Ref519, Ref559","Known to infect Ostrea edulis, a Mediterranean native, and the blue messel Mytilus edulus as well as a wide range of other bivalves including mussels, clams and cockles. Considered a serious pest, with potential for serious negative affects on oyster industry in Ireland.",4,COMP PR/RE,Locally patchy,"Ref559, Ref519",,1,COMP PR/RE,No,"Ref559, Ref561","Believe introduced with seed oysters. Potential for future distribution in contaminated spat. 
Also possible to transport on ships hulls.",4,COMP PR/RE,Ref559,No known methods of prevention or control. Bivalves from areas known to be infected (currently or historically) should not be moved to areas with no record of Mytilicola spp.
959,4,PR,Ref562,Known to host Fusarium solani - a mycotic infection. Handling infected shrimp may represent a health hazard to aquaculturists.,4,PR,Locally patchy,Ref519,,1,PR,No,Ref562,,4,PR,Ref519,No known controls in free living aquatic environment. Raised in aquaultural facilities throughout Mediterranean.
960,4,PR,"Ref519, Ref563","Discovered to have a profound impact on the bryozoan community by colonizing all possible hard substrata in the lagoon of Venice and outcompeting the native species in adapting to the altered physical and chemical parameters of the ecosystem.
A serious fouling organism known to colonize rapidly.",4,PR,Locally pervasive,"Ref563, Ref564",,2,PR,No,Ref563,"A fouling bryozoan, known to colonoze algae, fishing nets and ships hulls. Disperses locally, discovered 70 km east of Venice Lagoon in Marano Lagoon.",4,PR,Ref563,No known controls in marine environment.
961,1,COMP PR/RE,Ref039,Compete with native species for resources.,4,COMP PR/RE,Regionally patchy,Ref039,,3,COMP PR/RE,No,Ref039,Potential for escape and spread from aquaculture.,4,COMP PR/RE,Ref039,No known controls in aquatic environments.
962,3,COMP PR/RE,"Ref565, Ref566","A parasite of herring on West coast of Sweden. 1st record for this species in Swedish waters. Potential to impact fisheries.
All parasites may cause harm either by attacking native species, which are not immune, which might lead to a decreased biodiversity. If attacking commercial species they may also affect economy negatively.",4,COMP PR/RE,Locally patchy,Ref565,,2,COMP PR/RE,No,Ref565,"Parasite of herring, and other marine species. Potential to be transported by migrating or aquaculture raised hosts.",4,COMP PR/RE,Ref565,No known controls for this species of tremadode.
963,3,COMP PR/RE,Ref314,"As new, fertile plants of D. baillouviana can develop in just six weeks,and the species can attach to other algae, it may possibly compete with other algal species on hard substrata.",4,COMP PR/RE,Regionally patchy,Ref314,,3,COMP PR/RE,No,Ref314,Potential to spread from fragmentation - fragments transported on natural currents.,4,COMP PR/RE,Ref314,No known controls in marine environment.
964,3,COMP PR/RE,Ref320,"A fouling species, competes for space and resources with native species.",4,COMP PR/RE,Regionally patchy,Ref320,,2,COMP PR/RE,No,Ref320,"Potential for further spreading on ships hulls, and via ocean currents.",4,COMP PR/RE,Ref320,No known controls in marine environment. Ballast treatment and hull cleaning can help prevent further introductions.
965,4,COMP PR/RE,Ref087,"Causes harmful algal blooms. Toxic, oxygen depleting organism.",4,COMP PR/RE,Regionally pervasive,Ref087,,4,COMP PR/RE,No,Ref087,It is likely that the species is spreading along the coast of Norway by the Norwegian coastal current system.,4,COMP PR/RE,Ref087,No known controls in aquatic environment. May have dormant resting stage.
966,2,COMP PR/RE,Ref568,Attach to shells of native mollusks. Form large clusters - a fouling nuisance.,4,COMP PR/RE,Locally patchy,Ref569,,2,COMP PR/RE,No,Ref569,Potential to spread locally through planktonic larvae.,4,COMP PR/RE,Ref569,No known controls in marine environment.
967,4,COMP PR/RE,Ref570,"These siphon-feeding animals form dense mats, made of many thousands of individuals, encrusting and smothering hard sea bottom and organisms attached to it.
""in some places the mats were quite dense, covering more than 90 percent of the seabed."" The growth may be more widespread than observed in the study area alone, where the mats have grown dramatically in size and distribution in one year’s time.
Species is changing the composition of benthic communities in the areas it has colonized.",4,COMP PR/RE,Regionally pervasive,Ref570,,2,COMP PR/RE,No,Ref570,"Fragmented pieces of the colony can free float indefinitely, reattach to a hard surface, and grow asexually. Such fragments can also contain incubated larvae.",4,COMP PR/RE,"Ref570, Ref571","Proven difficult to eradicate in nearshore waters. Treatments may be compromised by shipping activity/vessel traffic. If treatment not 100% successful, ongoing control is expensive."
968,2,COMP PR/RE,Ref573,Impact native species. Larval stages of this pycnogonid was found living and feeding on Eucopella everta. Larvae of Ammothea hilgendorfi are endoparasitic in the gastrovascular cavities of hydranths and are known to feed on the gut contents of Eucopella everta.,4,COMP PR/RE,Locally patchy,Ref012,,1,COMP PR/RE,No,Ref012,Rate of spread is minimal without assistance from man (R.N. Bamber pers. Comm). Transported on ships hulls.,2,COMP PR/RE,Ref012,No eradication controls known.
969,3,PR,"Ref509, Ref596","Fast growing stolons overgrow other macroalgae, mainly turf and encrusting species, and to curtail species number, percent cover and diversity of the macroalgal community. Replaced dominant species - forms extensive mats, modifies macrobenthos. Off Cyprus, where C. racemosa var. cylindracea was first sighted in 1991, it replaced within six years the dominant P. oceanica community, ‘‘forming extensive
mats’’ (Argyrou et al., 1999). The drastic change in the
composition of the phytobenthos brought about a modification
of the macrobenthos: a proliferation of polychaetes, bivalves and echinoderms and a reduction in the numbers of gastropods and crustaceans, and though the total number of species increased, it was mainly due to the greater number of polychaete species. 
A study of meiofauna in a dead mat of P. oceanica invaded by C. racemosa var. cylindracea revealed an increase in meiofaunal average density but a significant decrease of diversity, and profound change in the crustacean assemblage, where harpacticoid copepods proliferate at the expense of ostracods, cumaceans, isoppds, amphipods and tanaidaceans (Carriglio et al., 2003).",4,PR,Regionally pervasive,Ref509,,4,PR,No,Ref509,"Since 1990 has spread from Cyprus to Spain to Canary Islands. Spreads on currents and via human activities. Known to attain total coverage in certain areas within 6 months of entry. This feat is achieved even in highly diverse, native macroalagal assemblages with dense coverage (Piazzi et al., 2001, 2003).",4,PR,Ref509,No known effective eradication methods.
970,4,PR,"Ref509, Ref511","Have replaced native herbivorous fish along the Libyan coast. Grazing pressure may have benefited the proliferation of an alien Erythrean mussel by providing suitable substrate for its settlement. Has significant impact on structure of local algal community. Have nearly eradicated some of their favorite algae. Have altered community structure and native food web along Levantine rocky infralittoral.
Outcompetes native Boop boops reducing their abundance.
Venomous spines inflict wounds on humans.",4,PR,Locally pervasive,Ref509,,4,PR,No,Ref509,Able to settle in a wide range of habitats.,4,PR,Ref509,No known effective eradicaiton techniques.
971,3,PR,Ref509,"Settles in dense clusters on midlittoral and ifralittoral rocks, piers and debris. Interferes with recruitment of Mytilaster, and detrimentally affects its survival and growth. Has significant effects on the biota of the hard substrate intertidal. Changed predation patterns for Stramonita haemastoma which now prefers B. pharaonis.",4,PR,Locally pervasive,"Ref509, Ref597",Predicted to continue migration toward North Africa and Gibraltar (Sara et al. 2000),3,PR,No,Ref509,"Spread as far as Sicily, probably in ship fouling. Evidence pelagic larvae spread on natural currents.",4,PR,Ref509,No known effective eradication procedures in marine environment.
972,3,PR,Ref509,Dominates the upper rocky littoral and has been replacing the native limpet. Along the southern coast of Israel it has already replaced the native limpet and taken possession of 40-50% of the available space along the central coast.,4,PR,Locally patchy,Ref509,,1,PR,No,Ref509,Potential for further unintentional distribution through shipping and aquaculture.,4,PR,Ref509,No known controls in marine environment.
973,3,PR,"Ref509, Ref519","Warm water temps correspond with increased populations in Mediterranean. Replaces native mullet, (Mullus barbatus) in commercial fisheries.- with continued displacement to deeper waters.
Displacement of native fish and prawns has economic implications, as these animals are fishery commodities which now require more effort for their harvesting.",4,PR,Locally pervasive,Ref509,Through Suez Canal from Rhodes to Libya,4,PR,No,Ref509,Continues to displace native species within Mediterranean.,4,PR,Ref509,No known eradication methods for marine environment.
974,2,PR,Ref509,"Hybridizes with other species. Within a generation an endemic
genotype appears to be locally lost through hybridization, and A. dispar and its hybrids replaced A. fasciatus along the Mediterranean coast of Israel (Goren and Galil, 2005).",4,COMP PR/RE,Locally pervasive,"Ref509, Ref515",Recent questions pertaining to occurrence of A. dispar dispar in Mediterranean prior to Suez Canal.,2,PR,No,Ref509,Potential to expand range within Mediterranean.,4,PR,Ref509,No known controls in marine environment.
975,3,PR,Ref516,Fast domination in Adriatic in certain areas. Could affect commercially important species Chamelea gallina. Invasive potential is enhanced by its ability to live both as an epibont on any hard substratum available and buried within the sediment.,4,PR,Locally pervasive,Ref516,Lessepian migrant through Suez Canal.,2,PR,No,Ref516,"Spread through Mediterranean from Suez Canal to Izmir, Turkey and Adriatic Seas.",4,PR,Ref516,No known controls in marine environment.
976,2,PR,Ref517,"A commensal/parasite of large bivalves, particularly Pinna and oysters, and could become a pest of cultivated bivalves (Ponder 1987)",4,PR,Locally patchy,Ref517,,1,PR,No,Ref517,Potential for range expansion in Mediterranean.,4,PR,Ref517,No known controls in marine environment.
977,1,PR,Ref517,Competes with natives for resources.,4,PR,Locally patchy,Ref517,,2,PR,No,Ref517,Potential to expand current range in Mediterranean,4,PR,Ref517,No known controls in marine environment
978,3,COMP PR/RE,"Ref039, Ref451","Consume native species. Competes for resources. 
A lipid-soluble toxin, similar to ciguatoxin has been found in the flesh of S. commerson caught between 24° and 26° S on the east coast of Queensland (Lewis & Endean, 1983). At least 38 toxic individuals, resulting in 217 poisonings, came from this area.",4,COMP PR/RE,Locally patchy,Ref039,,2,COMP PR/RE,No,Ref039,Known to undertake lengthy long-shored migrations.,4,COMP PR/RE,Ref039,No known controls in marine environment.
979,2,PR,Ref509,Competes with native species for resources.,4,PR,Locally patchy,Ref509,,2,PR,No,Ref509,Potential to expand range in Mediterranean,4,PR,Ref509,No known controls in marine environment
980,3,COMP PR/RE,Ref012,"It has unknown effects, although perhaps some displacement of 'waterline' green algae Ulva and Enteromorpha occurs (C.H. Thorp pers. comm.). It has not displaced the heavy sea-squirt-dominated fouling community at an immediately lower level.
It is a severe fouling organism on harbour structures and ships' hulls throughout Southampton Water. While this additional fouling load does not appear to have had any deleterious effect on fixed harbour structures, it has caused flotation problems of buoys and added considerably to fouling of poorly-protected ships.",4,COMP PR/RE,Locally patchy,Ref012,,1,COMP PR/RE,No,Ref012,"Growth and reproduction encouraged by high levels of phytoplankton and hot summers. Possible for spread via planktonic larvae, but has not proved to be a problem yet.",3,COMP PR/RE,Ref012,Can be removed by scraping of buoys and ship's hulls.
981,1,COMP PR/RE,Ref012,"A fouling organism, competes with native species for space and resources.",4,COMP PR/RE,Locally patchy,Ref012,,1,COMP PR/RE,No,Ref012,Low potential for spread from invaded sites.,3,COMP PR/RE,Ref012,Cleaning fouling surfaces can control outbreaks. Ships hulls must be cleaned to avoid long distance transport.
982,1,COMP PR/RE,"Ref586, Ref587",Compete with native species for resources. Have become so abundant in Waitemata Harbour that they are now codominant characterising species.,4,COMP PR/RE,Locally patchy,Ref586,,1,COMP PR/RE,No,Ref585,,2,COMP PR/RE,Ref585,Dredge spoil reduces abundance.
