am_sid,iucn_sid,sciname,map_iucn_sid,map_subpop,spp_group,spatial_source
SLB-154626,NA,Hydroclathrus clathratus,NA,NA,NA,am
W-Msc-153507,NA,Flabellina verrucosa,NA,NA,NA,am
W-Msc-420534,NA,Acteocina lepta,NA,NA,NA,am
W-Msc-456588,NA,Lottia digitalis,NA,NA,NA,am
W-Msc-367955,NA,Diodora aspera,NA,NA,NA,am
W-Msc-140187,NA,Lepeta caeca,NA,NA,NA,am
W-Msc-580412,NA,Calliostoma ligatum,NA,NA,NA,am
W-Msc-534190,NA,Tegula funebralis,NA,NA,NA,am
W-Msc-240767,NA,Ceratostoma foliatum,NA,NA,NA,am
W-Msc-160127,NA,Buccinum plectrum,NA,NA,NA,am
W-Msc-139029,NA,Cavolinia inflexa,NA,NA,NA,am
W-Msc-139682,NA,Elysia ornata,NA,NA,NA,am
W-Msc-141879,NA,Umbraculum umbraculum,NA,NA,NA,am
W-Msc-181218,NA,Pleurobranchus areolatus,NA,NA,NA,am
W-Iso-261982,NA,Pentidotea wosnesenskii,NA,NA,NA,am
W-Iso-118204,NA,Bopyroides hippolytes,NA,NA,NA,am
ITS-96995,NA,Pandalopsis dispar,NA,NA,NA,am
ITS-97026,NA,Plesionika edwardsii,NA,NA,NA,am
ITS-95750,NA,Xiphopenaeus kroyeri,NA,NA,NA,am
ITS-96033,NA,Sicyonia laevigata,NA,NA,NA,am
ITS-96051,NA,Hemipenaeus carpenteri,NA,NA,NA,am
ITS-96163,NA,Pasiphaea pacifica,NA,NA,NA,am
ITS-96178,NA,Leptochela serratorbita,NA,NA,NA,am
ITS-96545,NA,Brachycarpus biunguiculatus,NA,NA,NA,am
ITS-96977,NA,Pandalus tridens,NA,NA,NA,am
ITS-96984,NA,Pandalus stenolepis,NA,NA,NA,am
ITS-97037,NA,Plesionika ensis,NA,NA,NA,am
ITS-97081,NA,Stylopandalus richardi,NA,NA,NA,am
ITS-97837,NA,Elassochirus tenuimanus,NA,NA,NA,am
W-Bch-240780,NA,Pugettia producta,NA,NA,NA,am
W-Bch-440382,NA,Cancer productus,NA,NA,NA,am
WBD-Eup-49,NA,Nematobrachion flexipes,NA,NA,NA,am
WBD-Eup-50,NA,Nematobrachion sexspinosum,NA,NA,NA,am
WBD-Eup-72,NA,Stylocheiron maximum,NA,NA,NA,am
WBD-Eup-95,NA,Thysanopoda monacantha,NA,NA,NA,am
ITS-89476,NA,Pollicipes polymerus,NA,NA,NA,am
W-Pol-130069,NA,Lysidice collaris,NA,NA,NA,am
Hex-1431,NA,Anthopleura xanthogrammica,NA,NA,NA,am
Hex-1985,NA,Diadumene cincta,NA,NA,NA,am
W-Hyd-117545,NA,Eudendrium carneum,NA,NA,NA,am
W-Hyd-117606,NA,Halecium tenellum,NA,NA,NA,am
W-Hyd-117588,NA,Halecium delicatulum,NA,NA,NA,am
W-Hyd-135429,NA,Lensia fowleri,NA,NA,NA,am
W-Hyd-135417,NA,Chelophyes appendiculata,NA,NA,NA,am
W-Hyd-135420,NA,Diphyes dispar,NA,NA,NA,am
SLB-64981,NA,Agalma okeni,NA,NA,NA,am
URM-Cn-10097,NA,Atolla vanhoeffeni,NA,NA,NA,am
URM-Cn-5097,NA,Cladocora debilis,NA,NA,NA,am
W-Msc-506568,NA,Acila castrensis,NA,NA,NA,am
W-Msc-141987,NA,Portlandia arctica,NA,NA,NA,am
W-Msc-393720,NA,Patinopecten caurinus,NA,NA,NA,am
W-Msc-141983,NA,Megayoldia thraciaeformis,NA,NA,NA,am
W-Msc-157006,NA,Yoldia myalis,NA,NA,NA,am
W-Msc-157007,NA,Yoldia sapotilla,NA,NA,NA,am
W-Msc-367837,NA,Mytilus californianus,NA,NA,NA,am
W-Msc-420705,NA,Modiolus americanus,NA,NA,NA,am
W-Msc-140435,NA,Amygdalum politum,NA,NA,NA,am
W-Msc-367964,NA,Chlamys hastata,NA,NA,NA,am
W-Ase-368114,NA,Luidia foliolata,NA,NA,NA,am
W-Ase-368318,NA,Leptychaster anomalus,NA,NA,NA,am
W-Ech-240747,NA,Strongylocentrotus purpuratus,NA,NA,NA,am
W-Ech-513215,NA,Dendraster excentricus,NA,NA,NA,am
W-Ase-292719,NA,Lophaster furcilliger,NA,NA,NA,am
W-Ase-292720,NA,Solaster dawsoni,NA,NA,NA,am
W-Oph-242878,NA,Amphipholis pugetana,NA,NA,NA,am
W-Ase-369053,NA,Pteraster tesselatus,NA,NA,NA,am
W-Ase-240771,NA,Dermasterias imbricata,NA,NA,NA,am
W-Ase-255048,NA,Orthasterias koehleri,NA,NA,NA,am
W-Ase-255062,NA,Stylasterias forreri,NA,NA,NA,am
ITS-158580,NA,Florometra serratissima,NA,NA,NA,am
URM-2-2060,NA,Rhodosoma turcicum,NA,NA,NA,am
URM-2-2294,NA,Diplosoma macdonaldi,NA,NA,NA,am
URM-2-3314,NA,Asajirus indicus,NA,NA,NA,am
URM-2-3436,NA,Molgula retortiformis,NA,NA,NA,am
URM-2-3552,NA,Culeolus suhmi,NA,NA,NA,am
URM-2-3872,NA,Pelonaia corrugata,NA,NA,NA,am
URM-2-4081,NA,Styela squamosa,NA,NA,NA,am
URM-2-4201,NA,Salpa maxima,NA,NA,NA,am
URM-2-4206,NA,Soestia zonaria,NA,NA,NA,am
W-Msc-342305,NA,Enteroctopus dofleini,NA,NA,NA,am
W-Msc-386338,NA,Katharina tunicata,NA,NA,NA,am
W-Msc-386353,NA,Mopalia muscosa,NA,NA,NA,am
W-Bra-235615,NA,Terebratalia transversa,NA,NA,NA,am
SLB-56010,NA,Urticina crassicornis,NA,NA,NA,am
SLB-97626,NA,Diadumene lineata,NA,NA,NA,am
SLB-141400,NA,Iridaea cordata,NA,NA,NA,am
SLB-140653,NA,Stylonema alsidii,NA,NA,NA,am
W-Ech-160784,NA,Aporocidaris milleri,NA,NA,NA,am
W-Msc-141636,NA,Cuthona viridis,NA,NA,NA,am
W-Msc-156716,NA,Flabellina salmonacea,NA,NA,NA,am
W-Msc-445651,NA,Littorina keenae,NA,NA,NA,am
W-Msc-511364,NA,Amphissa versicolor,NA,NA,NA,am
W-Msc-160204,NA,Clio recurva,NA,NA,NA,am
W-Msc-581401,NA,Cylichna attonsa,NA,NA,NA,am
W-Msc-581391,NA,Rictaxis punctocaelatus,NA,NA,NA,am
W-Msc-139478,NA,Cylichna occulta,NA,NA,NA,am
W-Msc-531258,NA,Triopha catalinae,NA,NA,NA,am
W-Msc-536817,NA,Diaulula sandiegensis,NA,NA,NA,am
W-Msc-581837,NA,Dirona albolineata,NA,NA,NA,am
W-Msc-240765,NA,Aplysia californica,NA,NA,NA,am
W-Msc-248351,NA,Tochuina tetraquetra,NA,NA,NA,am
W-Msc-367883,NA,Hermissenda crassicornis,NA,NA,NA,am
W-Iso-118917,NA,Limnoria lignorum,NA,NA,NA,am
W-Iso-260464,NA,Gnorimosphaeroma oregonensis,NA,NA,NA,am
ITS-96787,NA,Lebbeus groenlandicus,NA,NA,NA,am
ITS-96137,NA,Systellaspis braueri,NA,NA,NA,am
ITS-96149,NA,Notostomus gibbosus,NA,NA,NA,am
ITS-96970,NA,Pandalus jordani,NA,NA,NA,am
ITS-96981,NA,Pandalus hypsinotus,NA,NA,NA,am
ITS-97921,NA,Acantholithodes hispidus,NA,NA,NA,am
ITS-97966,NA,Munida quadrispina,NA,NA,NA,am
W-Bch-440388,NA,Metacarcinus magister,NA,NA,NA,am
WBD-Eup-19,NA,Euphausia diomedeae,NA,NA,NA,am
W-Pol-195986,NA,Salvatoria clavata,NA,NA,NA,am
Hex-1267,NA,Metridium farcimen,NA,NA,NA,am
Hex-3898,NA,Epiactis prolifera,NA,NA,NA,am
Hex-483,NA,Anthopleura sola,NA,NA,NA,am
W-Hyd-117428,NA,Cordylophora caspia,NA,NA,NA,am
W-Hyd-117802,NA,Pennaria disticha,NA,NA,NA,am
W-Hyd-151860,NA,Coryne eximia,NA,NA,NA,am
W-Hyd-117385,NA,Obelia bidentata,NA,NA,NA,am
W-Hyd-117517,NA,Eutonina indicans,NA,NA,NA,am
W-Hyd-117965,NA,Stylaster gemmascens,NA,NA,NA,am
W-Hyd-117635,NA,Monostaechas quadridens,NA,NA,NA,am
W-Hyd-135427,NA,Lensia cossack,NA,NA,NA,am
W-Hyd-135423,NA,Eudoxoides mitra,NA,NA,NA,am
W-Hyd-135455,NA,Amphicaryon ernesti,NA,NA,NA,am
W-Hyd-135504,NA,Physophora hydrostatica,NA,NA,NA,am
SLB-64971,NA,Abylopsis eschscholtzi,NA,NA,NA,am
W-Hyd-135278,NA,Tetraplatia volitans,NA,NA,NA,am
W-Oct-128512,NA,Kophobelemnon stelliferum,NA,NA,NA,am
URM-Cn-5333,NA,Balanophyllia elegans,NA,NA,NA,am
W-Msc-240774,NA,Crassadoma gigantea,NA,NA,NA,am
W-Msc-246814,NA,Yoldia seminuda,NA,NA,NA,am
W-Msc-225182,NA,Lithophaga aristata,NA,NA,NA,am
W-Msc-536684,NA,Siliqua patula,NA,NA,NA,am
W-Msc-156226,NA,Macoma moesta,NA,NA,NA,am
W-Ase-123935,NA,Porcellanaster ceruleus,NA,NA,NA,am
W-Msc-141607,NA,Teredo navalis,NA,NA,NA,am
W-Ase-559194,NA,Gephyreaster swifti,NA,NA,NA,am
W-Ase-292727,NA,Solaster paxillatus,NA,NA,NA,am
W-Ase-292729,NA,Solaster stimpsoni,NA,NA,NA,am
W-Ase-382131,NA,Patiria miniata,NA,NA,NA,am
W-Ase-240757,NA,Pisaster brevispinus,NA,NA,NA,am
W-Oph-124969,NA,Gorgonocephalus eucnemis,NA,NA,NA,am
W-Oph-244279,NA,Ophiura leptoctenia,NA,NA,NA,am
W-Hol-225807,NA,Cucumaria miniata,NA,NA,NA,am
W-Hol-529305,NA,Eupentacta quinquesemita,NA,NA,NA,am
ITS-158582,NA,Florometra asperrima,NA,NA,NA,am
URM-2-2613,NA,Distaplia occidentalis,NA,NA,NA,am
URM-2-3083,NA,Aplidium solidum,NA,NA,NA,am
URM-2-3557,NA,Halocynthia aurantium,NA,NA,NA,am
URM-2-3770,NA,Cnemidocarpa drygalskii,NA,NA,NA,am
URM-2-3830,NA,Dicarpa simplex,NA,NA,NA,am
URM-2-4214,NA,Thetys vagina,NA,NA,NA,am
URM-2-1165,NA,Phoxichilidium femoratum,NA,NA,NA,am
URM-2-587,NA,Colossendeis colossea,NA,NA,NA,am
W-Msc-574540,NA,Doryteuthis opalescens,NA,NA,NA,am
W-Msc-342023,NA,Octopus rubescens,NA,NA,NA,am
W-Msc-386342,NA,Mopalia ciliata,NA,NA,NA,am
ITS-154685,NA,Thysanocardia nigra,NA,NA,NA,am
W-Sca-344398,NA,Episiphon didymum,NA,NA,NA,am
W-Sca-344422,NA,Pulsellum salishorum,NA,NA,NA,am
SLB-131273,NA,Plesionika bifurca,NA,NA,NA,am
W-Hol-241785,NA,Benthodytes sanguinolenta,NA,NA,NA,am
W-Msc-451657,NA,Plakobranchus ocellatus,NA,NA,NA,am
W-Tnd-136475,NA,Leptochelia savignyi,NA,NA,NA,am
ITS-682544,NA,Bathysquilla microps,NA,NA,NA,am
W-Msc-215410,NA,Parvamussium cristatellum,NA,NA,NA,am
W-Msc-140814,NA,Berthella stellata,NA,NA,NA,am
W-Msc-534197,NA,Calliostoma annulatum,NA,NA,NA,am
W-Msc-140835,NA,Polycera hedgpethi,NA,NA,NA,am
W-Msc-139185,NA,Cliopsis krohnii,NA,NA,NA,am
W-Msc-562476,NA,Cadlina luteomarginata,NA,NA,NA,am
W-Iso-260262,NA,Entophilus omnitectus,NA,NA,NA,am
ITS-551986,NA,Hymenopenaeus halli,NA,NA,NA,am
ITS-552060,NA,Sergia regalis,NA,NA,NA,am
ITS-89928,NA,Boreomysis arctica,NA,NA,NA,am
ITS-682635,NA,Siriella thompsonii,NA,NA,NA,am
ITS-95949,NA,Sergia scintillans,NA,NA,NA,am
ITS-684695,NA,Sergia tenuiremis,NA,NA,NA,am
ITS-96110,NA,Hymenodora frontalis,NA,NA,NA,am
ITS-96148,NA,Notostomus elegans,NA,NA,NA,am
ITS-96982,NA,Pandalus danae,NA,NA,NA,am
WBD-Eup-61,NA,Nyctiphanes simplex,NA,NA,NA,am
WBD-Eup-64,NA,Stylocheiron abbreviatum,NA,NA,NA,am
WBD-Eup-65,NA,Stylocheiron affine,NA,NA,NA,am
Hex-1246,NA,Anthopleura artemisia,NA,NA,NA,am
Hex-2453,NA,Phymactis clematis,NA,NA,NA,am
W-Oct-289357,NA,Adelogorgia phyllosclera,NA,NA,NA,am
W-Oct-289935,NA,Eugorgia rubens,NA,NA,NA,am
W-Hyd-135433,NA,Lensia hotspur,NA,NA,NA,am
W-Hyd-135441,NA,Muggiaea atlantica,NA,NA,NA,am
W-Hyd-135446,NA,Sulculeolaria chuni,NA,NA,NA,am
W-Hyd-135445,NA,Sulculeolaria biloba,NA,NA,NA,am
URM-Cn-5100,NA,Coenocyathus bowersi,NA,NA,NA,am
URM-Cn-5206,NA,Paracyathus stearnsii,NA,NA,NA,am
W-Msc-423165,NA,Astarte esquimalti,NA,NA,NA,am
W-Msc-391795,NA,Delectopecten vancouverensis,NA,NA,NA,am
W-Msc-420694,NA,Botula fusca,NA,NA,NA,am
W-Msc-464200,NA,Lucinoma annulata,NA,NA,NA,am
W-Oph-243819,NA,Ophiomusium glabrum,NA,NA,NA,am
W-Msc-420805,NA,Conchocele bisecta,NA,NA,NA,am
W-Msc-140161,NA,Kellia suborbicularis,NA,NA,NA,am
W-Ase-254890,NA,Hippasteria californica,NA,NA,NA,am
W-Ase-370836,NA,Pseudarchaster dissonus,NA,NA,NA,am
W-Oph-124951,NA,Asteronyx loveni,NA,NA,NA,am
W-Oph-244282,NA,Ophiura luetkenii,NA,NA,NA,am
W-Por-164324,NA,Leucandra heathi,NA,NA,NA,am
W-Bry-111360,NA,Synnotum aegyptiacum,NA,NA,NA,am
URM-2-3561,NA,Halocynthia igaboja,NA,NA,NA,am
URM-2-964,NA,Anoplodactylus batangensis,NA,NA,NA,am
URM-2-1045,NA,Anoplodactylus pycnosoma,NA,NA,NA,am
URM-2-433,NA,Pantopipetta longituberculata,NA,NA,NA,am
W-Msc-341951,NA,Octopus bimaculatus,NA,NA,NA,am
W-Msc-367856,NA,Leptochiton rugatus,NA,NA,NA,am
W-Sca-344321,NA,Gadila aberrans,NA,NA,NA,am
W-Cha-105441,NA,Parasagitta friderici,NA,NA,NA,am
W-Msc-714919,NA,Macoma incongrua,NA,NA,NA,am
W-Bch-107310,NA,Ashtoret lunaris,NA,NA,NA,am
W-Msc-367756,NA,Ruditapes philippinarum,NA,NA,NA,am
W-Msc-545037,NA,Chaetoderma nanulum,NA,NA,NA,am
SLB-97601,NA,Anthopleura elegantissima,NA,NA,NA,am
W-Oct-378316,NA,Calcigorgia spiculifera,NA,NA,NA,am
W-Msc-581816,NA,Doris montereyensis,NA,NA,NA,am
W-Pho-128550,NA,Phoronis ovalis,NA,NA,NA,am
W-Pho-128552,NA,Phoronis psammophila,NA,NA,NA,am
W-Msc-718659,NA,Neverita lewisii,NA,NA,NA,am
W-Msc-558400,NA,Flabellina iodinea,NA,NA,NA,am
W-Msc-531551,NA,Philine auriformis,NA,NA,NA,am
W-Msc-581396,NA,Acteocina culcitella,NA,NA,NA,am
W-Msc-533278,NA,Philine alba,NA,NA,NA,am
W-Msc-367819,NA,Pleurobranchaea californica,NA,NA,NA,am
W-Msc-548245,NA,Dendronotus iris,NA,NA,NA,am
ITS-657029,NA,Gibberosus myersi,NA,NA,NA,am
ITS-660182,NA,Neolithodes diomedeae,NA,NA,NA,am
ITS-95940,NA,Sergia bigemmea,NA,NA,NA,am
ITS-95944,NA,Sergia gardineri,NA,NA,NA,am
ITS-96082,NA,Bentheogennema burkenroadi,NA,NA,NA,am
ITS-96979,NA,Pandalus platyceros,NA,NA,NA,am
ITS-98208,NA,Upogebia pugettensis,NA,NA,NA,am
ITS-97933,NA,Phyllolithodes papillosus,NA,NA,NA,am
ITS-97947,NA,Paralomis verrilli,NA,NA,NA,am
ITS-97953,NA,Cryptolithodes sitchensis,NA,NA,NA,am
ITS-97954,NA,Cryptolithodes typicus,NA,NA,NA,am
W-Pol-326964,NA,Diopatra ornata,NA,NA,NA,am
W-Pol-330562,NA,Phyllochaetopterus prolifica,NA,NA,NA,am
W-Hyd-418901,NA,Dynamena crisioides,NA,NA,NA,am
W-Hyd-284054,NA,Aglaophenia struthionides,NA,NA,NA,am
W-Hyd-196554,NA,Chelophyes contorta,NA,NA,NA,am
W-Hyd-196556,NA,Abyla haeckeli,NA,NA,NA,am
SLB-64977,NA,Ceratocymba leuckarti,NA,NA,NA,am
W-Msc-506181,NA,Solamen columbianum,NA,NA,NA,am
W-Msc-140472,NA,Musculus discors,NA,NA,NA,am
W-Msc-506105,NA,Modiolus rectus,NA,NA,NA,am
W-Msc-420690,NA,Amygdalum sagittatum,NA,NA,NA,am
W-Ase-368322,NA,Leptychaster pacificus,NA,NA,NA,am
W-Msc-507737,NA,Leukoma staminea,NA,NA,NA,am
W-Ase-381961,NA,Poraniopsis inflata,NA,NA,NA,am
W-Oph-243913,NA,Ophiopholis bakeri,NA,NA,NA,am
W-Ase-255116,NA,Pedicellaster magister,NA,NA,NA,am
W-Ase-292869,NA,Astrocles actinodetus,NA,NA,NA,am
W-Ase-368510,NA,Astrolirus panamensis,NA,NA,NA,am
W-Por-134257,NA,Pseudosuberites montiniger,NA,NA,NA,am
URM-2-2128,NA,Didemnum carnulentum,NA,NA,NA,am
URM-2-1864,NA,Agnezia glaciata,NA,NA,NA,am
URM-2-3773,NA,Cnemidocarpa finmarkiensis,NA,NA,NA,am
URM-2-4065,NA,Styela montereyensis,NA,NA,NA,am
URM-2-4198,NA,Salpa aspera,NA,NA,NA,am
URM-2-1071,NA,Anoplodactylus typhlops,NA,NA,NA,am
SLB-83781,NA,Tetrastemma nigrifrons,NA,NA,NA,am
W-Msc-386440,NA,Tonicella insignis,NA,NA,NA,am
W-Msc-386048,NA,Lepidozona mertensii,NA,NA,NA,am
W-Msc-386437,NA,Nuttallina californica,NA,NA,NA,am
W-Msc-159928,NA,Amicula vestita,NA,NA,NA,am
W-Msc-386377,NA,Placiphorella velata,NA,NA,NA,am
ITS-64279,NA,Echinorhynchus gadi,NA,NA,NA,am
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,am
SLB-119335,NA,Lepetodrilus elevatus,NA,NA,NA,am
W-Msc-183000,NA,Bathymodiolus thermophilus,NA,NA,NA,am
Chn-0721ac0c-7d19-46fa-9dcc-02da54310867,NA,Leiogalathea laevirostris,NA,NA,NA,am
W-Msc-545044,NA,Chaetoderma pacificum,NA,NA,NA,am
W-Msc-544977,NA,Limifossor fratula,NA,NA,NA,am
W-Bry-173982,NA,Disporella fimbriata,NA,NA,NA,am
SLB-145429,NA,Macrocystis pyrifera,NA,NA,NA,am
W-Ase-370831,NA,Pseudarchaster alascensis,NA,NA,NA,am
W-Pho-128555,NA,Phoronopsis harmeri,NA,NA,NA,am
SLB-75746,NA,Epitonium indianorum,NA,NA,NA,am
W-Msc-430397,NA,Cadlina sparsa,NA,NA,NA,am
W-Iso-261827,NA,Paracerceis sculpta,NA,NA,NA,am
W-Bch-444382,NA,Lophozozymus incisus,NA,NA,NA,am
ITS-96038,NA,Sicyonia ingentis,NA,NA,NA,am
ITS-97950,NA,Lopholithodes mandtii,NA,NA,NA,am
SLB-120057,NA,Galacantha rostrata,NA,NA,NA,am
W-Bch-441490,NA,Pugettia richii,NA,NA,NA,am
WBD-Eup-97,NA,Thysanopoda orientalis,NA,NA,NA,am
ITS-89654,NA,Acasta cyathus,NA,NA,NA,am
W-Pol-266009,NA,Ridgeia piscesae,NA,NA,NA,am
W-Pol-266010,NA,Riftia pachyptila,NA,NA,NA,am
W-Hyd-284249,NA,Garveia annulata,NA,NA,NA,am
W-Hyd-117320,NA,Bimeria vestita,NA,NA,NA,am
W-Oct-290417,NA,Muriceopsis flavida,NA,NA,NA,am
W-Hyd-117628,NA,Antennella secundaria,NA,NA,NA,am
W-Hyd-135451,NA,Vogtia pentacantha,NA,NA,NA,am
W-Hyd-135407,NA,Enneagonum hyalinum,NA,NA,NA,am
URM-Cn-4450,NA,Corynactis californica,NA,NA,NA,am
W-Oct-286695,NA,Stylatula elongata,NA,NA,NA,am
W-Msc-505780,NA,Tresus nuttallii,NA,NA,NA,am
W-Msc-504512,NA,Glycymeris septentrionalis,NA,NA,NA,am
W-Msc-546021,NA,Septifer bifurcatus,NA,NA,NA,am
W-Msc-420752,NA,Limatula confusa,NA,NA,NA,am
W-Msc-542155,NA,Ostrea lurida,NA,NA,NA,am
W-Oph-244889,NA,Amphiura arcystata,NA,NA,NA,am
W-Oph-245866,NA,Ophiopholis longispina,NA,NA,NA,am
SLB-68942,NA,Panopea abrupta,NA,NA,NA,am
W-Ase-380657,NA,Psilaster pectinatus,NA,NA,NA,am
W-Ase-368808,NA,Ceramaster japonicus,NA,NA,NA,am
W-Oph-242666,NA,Amphiodia occidentalis,NA,NA,NA,am
W-Ase-240758,NA,Pisaster giganteus,NA,NA,NA,am
W-Ech-568594,NA,Cystechinus loveni,NA,NA,NA,am
W-Ech-513094,NA,Aeropsis fulva,NA,NA,NA,am
W-Por-164219,NA,Leucilla nuttingi,NA,NA,NA,am
URM-2-2048,NA,Corella willmeriana,NA,NA,NA,am
URM-2-2005,NA,Clavelina huntsmani,NA,NA,NA,am
URM-2-3514,NA,Boltenia villosa,NA,NA,NA,am
URM-2-3648,NA,Pyura haustor,NA,NA,NA,am
URM-2-988,NA,Anoplodactylus erectus,NA,NA,NA,am
W-Gtr-114692,NA,Turbanella cornuta,NA,NA,NA,am
W-Sca-344594,NA,Rhabdus dalli,NA,NA,NA,am
W-Msc-449994,NA,Pachydermia laevis,NA,NA,NA,am
W-Msc-536543,NA,Phestilla melanobrachia,NA,NA,NA,am
W-Msc-545018,NA,Chaetoderma hancocki,NA,NA,NA,am
W-Hol-529595,NA,Pentamera chiloensis,NA,NA,NA,am
SLB-98767,NA,Cerithium munitum,NA,NA,NA,am
W-Msc-140721,NA,Peracle diversa,NA,NA,NA,am
W-Msc-511703,NA,Alia carinata,NA,NA,NA,am
W-Msc-140816,NA,Berthellina engeli,NA,NA,NA,am
W-Msc-534375,NA,Berthella agassizii,NA,NA,NA,am
W-Iso-118801,NA,Pleurogonium rubicundum,NA,NA,NA,am
ITS-96081,NA,Bentheogennema borealis,NA,NA,NA,am
ITS-667657,NA,Aphotopontius forcipatus,NA,NA,NA,am
ITS-667658,NA,Benthoxynus spiculifer,NA,NA,NA,am
ITS-667660,NA,Stygiopontius quadrispinosus,NA,NA,NA,am
W-Pol-333269,NA,Eudistylia polymorpha,NA,NA,NA,am
W-Pol-333271,NA,Eudistylia vancouveri,NA,NA,NA,am
W-Pol-332992,NA,Aphelochaeta multifilis,NA,NA,NA,am
W-Pol-332560,NA,Thelepus crispus,NA,NA,NA,am
W-Hyd-157917,NA,Bougainvillia carolinensis,NA,NA,NA,am
W-Hyd-418879,NA,Eudendrium eximium,NA,NA,NA,am
W-Hyd-117821,NA,Plumularia floridana,NA,NA,NA,am
Hex-7312,NA,Cribrinopsis fernaldi,NA,NA,NA,am
W-Hyd-117425,NA,Cladonema radiatum,NA,NA,NA,am
W-Hyd-117373,NA,Clytia paulensis,NA,NA,NA,am
W-Hyd-117887,NA,Dynamena disticha,NA,NA,NA,am
W-Hyd-117699,NA,Hebella scandens,NA,NA,NA,am
W-Hyd-117279,NA,Aglaophenia lophocarpa,NA,NA,NA,am
W-Hyd-117743,NA,Melicertum octocostatum,NA,NA,NA,am
URM-Cn-10292,NA,Manania gwilliami,NA,NA,NA,am
W-Hyd-287252,NA,Lensia challengeri,NA,NA,NA,am
W-Msc-506763,NA,Entodesma navicula,NA,NA,NA,am
W-Msc-504729,NA,Philobrya setosa,NA,NA,NA,am
W-Ase-254837,NA,Zoroaster ophiurus,NA,NA,NA,am
W-Ase-345389,NA,Dipsacaster anoplus,NA,NA,NA,am
W-Ase-380747,NA,Benthopecten claviger,NA,NA,NA,am
W-Ase-378630,NA,Linckia columbiae,NA,NA,NA,am
W-Oph-242670,NA,Amphiodia periercta,NA,NA,NA,am
W-Ase-369041,NA,Pteraster marsippus,NA,NA,NA,am
W-Ase-254842,NA,Ampheraster marianus,NA,NA,NA,am
W-Oph-242740,NA,Amphiophiura superba,NA,NA,NA,am
W-Oph-124854,NA,Ophiocten hastatum,NA,NA,NA,am
W-Oph-124918,NA,Ophiura flagellata,NA,NA,NA,am
W-Hol-529459,NA,Cucumaria piperata,NA,NA,NA,am
W-Oph-242906,NA,Amphiura carchara,NA,NA,NA,am
W-Ech-569742,NA,Strongylocentrotus fragilis,NA,NA,NA,am
W-Bry-111700,NA,Crisia occidentalis,NA,NA,NA,am
W-Por-167343,NA,Acarnus erithacus,NA,NA,NA,am
W-Por-169914,NA,Stelletta clarella,NA,NA,NA,am
W-Bry-111663,NA,Amathia vidovici,NA,NA,NA,am
SLB-66824,NA,Microporina borealis,NA,NA,NA,am
W-Bry-111418,NA,Fenestrulina malusii,NA,NA,NA,am
URM-2-4064,NA,Styela milleri,NA,NA,NA,am
URM-2-4194,NA,Pegea confoederata,NA,NA,NA,am
W-Msc-386035,NA,Lepidozona cooperi,NA,NA,NA,am
W-Msc-386400,NA,Schizoplax brandtii,NA,NA,NA,am
W-Msc-386343,NA,Mopalia cirrata,NA,NA,NA,am
W-Msc-386360,NA,Mopalia spectabilis,NA,NA,NA,am
W-Sca-344183,NA,Dentalium vallicolens,NA,NA,NA,am
W-Msc-395234,NA,Helicoradomenia juani,NA,NA,NA,am
W-Msc-536893,NA,Bathymargarites symplector,NA,NA,NA,am
SLB-119368,NA,Melanodrymia aurantiaca,NA,NA,NA,am
W-Msc-413442,NA,Depressigyra globulus,NA,NA,NA,am
W-Pol-329812,NA,Nicomache venticola,NA,NA,NA,am
W-Msc-146791,NA,Chaetoderma productum,NA,NA,NA,am
W-Msc-545059,NA,Falcidens hartmanae,NA,NA,NA,am
ITS-682581,NA,Heterosquilloides insignis,NA,NA,NA,am
W-Msc-507364,NA,Tagelus dombeii,NA,NA,NA,am
SLB-190422,NA,Plesionika reflexa,NA,NA,NA,am
W-Msc-399334,NA,Scabrotrophon maltzani,NA,NA,NA,am
W-Msc-509649,NA,Diaphana californica,NA,NA,NA,am
W-Msc-575295,NA,Volvulella panamica,NA,NA,NA,am
W-Msc-578323,NA,Phidiana hiltoni,NA,NA,NA,am
W-Iso-256048,NA,Joeropsis dubia,NA,NA,NA,am
ITS-96596,NA,Gnathophylloides mineri,NA,NA,NA,am
ITS-95933,NA,Sergestes pestafer,NA,NA,NA,am
ITS-97074,NA,Heterocarpus laevigatus,NA,NA,NA,am
W-Bch-440384,NA,Glebocarcinus oregonensis,NA,NA,NA,am
W-Bch-441601,NA,Loxorhynchus crispatus,NA,NA,NA,am
SLB-27845,NA,Balanus nubilis,NA,NA,NA,am
W-Pol-131121,NA,Dipolydora quadrilobata,NA,NA,NA,am
W-Pol-334720,NA,Salmacina tribranchiata,NA,NA,NA,am
URM-M-1442,NA,Lamellibrachia barhami,NA,NA,NA,am
W-Hyd-117782,NA,Amphinema turrida,NA,NA,NA,am
W-Hyd-117370,NA,Clytia linearis,NA,NA,NA,am
W-Hyd-117598,NA,Halecium nanum,NA,NA,NA,am
W-Hyd-284982,NA,Scandia mutabilis,NA,NA,NA,am
W-Hyd-117768,NA,Gonionemus vertens,NA,NA,NA,am
W-Hyd-285860,NA,Stylaster californicus,NA,NA,NA,am
URM-Cn-6244,NA,Epizoanthus scotinus,NA,NA,NA,am
SLB-69078,NA,Lithophaga nigra,NA,NA,NA,am
